,0
0,0.4888888888888889
1,0.9814814814814815
2,0.9925925925925926
3,0.4888888888888889
4,0.4888888888888889
5,0.9962962962962963
6,0.9962962962962963
7,0.4888888888888889
8,0.6814814814814815
9,0.4888888888888889
10,0.4888888888888889
11,0.9962962962962963
12,0.4888888888888889
13,0.4888888888888889
14,0.4888888888888889
15,0.4888888888888889
16,0.4888888888888889
17,0.5333333333333333
18,0.4888888888888889
19,0.4888888888888889
20,0.4888888888888889
21,0.6962962962962963
22,0.4888888888888889
23,0.4888888888888889
24,0.4888888888888889
25,0.4888888888888889
26,0.4888888888888889
27,1.0
28,0.4888888888888889
29,0.6666666666666666
30,0.48444444444444446
31,0.48444444444444446
32,0.48444444444444446
33,0.48444444444444446
34,0.48444444444444446
35,1.0
36,0.48444444444444446
37,0.48444444444444446
38,0.48444444444444446
39,0.48444444444444446
40,0.48444444444444446
41,0.48444444444444446
42,0.48444444444444446
43,0.48444444444444446
