user_id,problem
30000,0.5775563541043828
30001,0.26089891763160206
30002,0.31557556561816236
30003,0.5355758788998435
30004,0.4545013762732301
30005,0.32160965957248705
30006,0.21693604368871236
30007,0.21091622457955167
30008,0.4943124424392207
30009,0.27707729785984647
30010,0.24655242335069794
30011,0.2360046513016833
30012,0.6532949512998683
30013,0.2047005488704725
30014,0.2485802924398782
30015,0.3470037908388591
30016,0.30915339397628977
30017,0.30461433773214286
30018,0.3702759849509353
30019,0.3841666928936458
30020,0.650457699627461
30021,0.39307626162390846
30022,0.24801831317910458
30023,0.2358692571341868
30024,0.42791458813467215
30025,0.34788561982581934
30026,0.3403492896898021
30027,0.2391369879934829
30028,0.2563338210127104
30029,0.2390508825270407
30030,0.2562569440178863
30031,0.2866492078834314
30032,0.2521694019839614
30033,0.28372927350147
30034,0.3595863981486852
30035,0.32915604025472506
30036,0.23948018355207487
30037,0.33488682797179653
30038,0.2823508316532466
30039,0.21055851081902519
30040,0.3238578476504091
30041,0.25573248095094636
30042,0.23705383127207544
30043,0.22476120599528032
30044,0.2544067482401592
30045,0.32316832463618816
30046,0.38091557274093024
30047,0.22423605624967363
30048,0.30439204759465077
30049,0.24445815993140405
30050,0.26725841201721834
30051,0.3184255530049227
30052,0.36121383899164894
30053,0.2623868320574035
30054,0.2047005488704725
30055,0.3030607584235302
30056,0.2765260516238501
30057,0.3545394554652215
30058,0.3619358079516038
30059,0.2922044053331586
30060,0.36532064551775695
30061,0.6550786429508755
30062,0.611939276300134
30063,0.20589146484789392
30064,0.31303524560120366
30065,0.2243827027673547
30066,0.24342595040025858
30067,0.25135230488879257
30068,0.530492415206764
30069,0.30903916099229783
30070,0.329217533871938
30071,0.6243884978960791
30072,0.36183632556673173
30073,0.5483769162576463
30074,0.23498156116047383
30075,0.2773263822149526
30076,0.36334500178514295
30077,0.2969009778704031
30078,0.6412493696054071
30079,0.2475641924797308
30080,0.38034135154680704
30081,0.20360067310547275
30082,0.2548433344221374
30083,0.3143564257211482
30084,0.3985407596724961
30085,0.2432215180703524
30086,0.2524411867984981
30087,0.22790471129445394
30088,0.2488353321993007
30089,0.22530414710524388
30090,0.5389472043624858
30091,0.27018806463165895
30092,0.20589146484789392
30093,0.2579283859271521
30094,0.2892673314555386
30095,0.24122711766854973
30096,0.23996141844374694
30097,0.23741163280719949
30098,0.6548698692821668
30099,0.19973685087627485
30100,0.3345967428379645
30101,0.33088931312253483
30102,0.23355668132495072
30103,0.2502239296116725
30104,0.27260523649749624
30105,0.608241828035909
30106,0.3227128063082979
30107,0.2380888559170622
30108,0.225617364339676
30109,0.24790259572146828
30110,0.29020975532967014
30111,0.34251342220849107
30112,0.22445149536638528
30113,0.5180260693616265
30114,0.25565008848899373
30115,0.21055851081902519
30116,0.25643682001558277
30117,0.25260912471418595
30118,0.33932615782627124
30119,0.2728807497716478
30120,0.23966173311855518
30121,0.28275835165426344
30122,0.6513754109282714
30123,0.2551341214077882
30124,0.291555532914107
30125,0.27256021806365305
30126,0.2826962324665797
30127,0.23048758732748248
30128,0.39980829623544134
30129,0.3173403718680597
30130,0.5617381005417561
30131,0.22395610833740295
