순번,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,분기,일반상영관 가격
1 ,명량,김한민,씨제이이앤엠(주),2014-07-30,한국,"1,587 ",135748398910,"17,613,682 ",33121225810,"4,163,666 ",사극,15세이상관람가,3,9500
2 ,국제시장,윤제균,씨제이이앤엠(주),2014-12-17,한국,966 ,110828014630,"14,245,998 ",25842519330,"3,233,946 ",드라마,12세이상관람가,4,9500
3 ,베테랑,류승완,씨제이이앤엠(주),2015-08-05,한국,"1,064 ",105024756250,"13,395,400 ",26766369950,"3,290,366 ",액션,15세이상관람가,3,9500
4 ,도둑들,최동훈,(주)쇼박스,2012-07-25,한국,"1,072 ",93665568500,"12,983,330 ",26089426500,"3,468,906 ",액션,15세이상관람가,3,8500
5 ,7번방의 선물,이환경,(주)넥스트엔터테인먼트월드(NEW),2013-01-23,한국,787 ,91431914670,"12,811,206 ",22800931670,"3,070,053 ",코미디,15세이상관람가,1,9500
6 ,암살,최동훈,(주)쇼박스,2015-07-22,한국,"1,519 ",98463132781,"12,705,700 ",25306651181,"3,155,960 ",액션,15세이상관람가,3,9500
7 ,"광해, 왕이 된 남자",추창민,씨제이이앤엠(주),2012-09-13,한국,810 ,88900208769,"12,319,542 ",25192804727,"3,355,700 ",사극,15세이상관람가,3,8500
8 ,택시운전사,장훈,(주)쇼박스,2017-08-02,한국,"1,906 ",95282655549,"12,099,614 ",22185947699,"2,729,766 ",드라마,15세이상관람가,3,9500
9 ,부산행,연상호,(주)넥스트엔터테인먼트월드(NEW),2016-07-20,한국,"1,788 ",93175877048,"11,565,078 ",23020827248,"2,754,686 ",액션,15세이상관람가,3,9500
10 ,해운대,윤제균,씨제이엔터테인먼트,2009-07-22,한국,753 ,81934638201,"11,453,338 ",21141403500,"2,791,508 ",액션,12세이상관람가,3,8500
11 ,변호인,양우석,(주)넥스트엔터테인먼트월드(NEW),2013-12-18,한국,923 ,82856578300,"11,372,451 ",22571929000,"2,978,688 ",드라마,15세이상관람가,4,9500
12 ,어벤져스: 에이지 오브 울트론,조스 웨던,월트디즈니컴퍼니코리아(주),2015-04-23,미국,"1,843 ",88582586366,"10,494,499 ",25001906266,"2,823,388 ",액션,12세이상관람가,2,9500
13 ,겨울왕국,"크리스 벅,제니퍼 리",소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-01-16,미국,"1,010 ",82461504400,"10,296,101 ",25847243500,"3,003,446 ",애니메이션,전체관람가,1,9500
14 ,인터스텔라,크리스토퍼 놀란,워너브러더스 코리아(주),2014-11-06,미국,"1,342 ",82274331200,"10,273,803 ",25500349600,"3,079,036 ",SF,12세이상관람가,4,9500
15 ,검사외전,이일형,(주)쇼박스,2016-02-03,한국,"1,812 ",77252755264,"9,699,092 ",18302525664,"2,219,587 ",범죄,15세이상관람가,1,9500
16 ,관상,한재림,(주)쇼박스,2013-09-11,한국,"1,190 ",66005451500,"9,134,586 ",19311179000,"2,561,744 ",사극,15세이상관람가,3,9500
17 ,아이언맨 3,쉐인 블랙,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-04-25,미국,"1,381 ",70806191000,"9,001,309 ",21668935500,"2,595,269 ",액션,12세이상관람가,2,9500
18 ,설국열차,봉준호,씨제이이앤엠(주),2013-08-01,한국,"1,128 ",64016480000,"8,914,845 ",18975866000,"2,550,437 ",SF,15세이상관람가,3,9500
19 ,캡틴 아메리카: 시빌 워,"안소니 루소,조 루소",월트디즈니컴퍼니코리아(주),2016-04-27,미국,"1,991 ",72672111827,"8,677,249 ",21248121149,"2,400,069 ",액션,12세이상관람가,2,9500
20 ,수상한 그녀,황동혁,씨제이이앤엠(주),2014-01-22,한국,692 ,62696639249,"8,656,397 ",15358810049,"2,042,110 ",드라마,15세이상관람가,1,9500
21 ,해적: 바다로 간 산적,이석훈,롯데쇼핑㈜롯데엔터테인먼트,2014-08-06,한국,838 ,66240631706,"8,646,758 ",14906345006,"1,868,694 ",어드벤처,12세이상관람가,3,9500
22 ,신과함께-죄와 벌,김용화,롯데쇼핑㈜롯데엔터테인먼트,2017-12-20,한국,"1,912 ",68350496432,"8,539,495 ",16324526082,"1,984,373 ",판타지,12세이상관람가,4,9500
23 ,국가대표,김용화,(주)쇼박스,2009-07-29,한국,580 ,60896633308,"8,487,894 ",16782332500,"2,213,346 ",드라마,12세이상관람가,3,8500
24 ,디워,심형래,(주)쇼박스,2007-08-01,한국,0 ,0,"8,426,973 ",0,"2,098,438 ",액션,12세이상관람가,,
25 ,과속스캔들,강형철,롯데쇼핑㈜롯데엔터테인먼트,2008-12-03,한국,405 ,53940101534,"8,245,523 ",16515292833,"2,390,408 ",코미디,12세이상관람가,4,7500
26 ,공조,김성훈,씨제이이앤엠(주),2017-01-18,한국,976 ,63781731326,"7,817,446 ",14672808676,"1,744,624 ",액션,15세이상관람가,1,9500
27 ,트랜스포머 3,마이클 베이,씨제이이앤엠(주),2011-06-29,미국,"1,409 ",74841350500,"7,784,807 ",21746223000,"2,143,018 ",액션,12세이상관람가,2,8500
28 ,히말라야,이석훈,씨제이이앤엠(주),2015-12-16,한국,"1,009 ",60173583015,"7,759,473 ",13920553930,"1,738,016 ",드라마,12세이상관람가,4,9500
29 ,미션임파서블:고스트프로토콜,브래드 버드,씨제이이앤엠(주),2011-12-15,미국,"1,038 ",57795846000,"7,575,899 ",18719283500,"2,347,164 ",액션,15세이상관람가,4,8500
30 ,트랜스포머: 패자의 역습,마이클 베이,씨제이엔터테인먼트,2009-06-24,미국,"1,129 ",51478531663,"7,505,700 ",16083028500,"2,200,557 ",SF,12세이상관람가,2,8500
31 ,밀정,김지운,워너브러더스 코리아(주),2016-09-07,한국,"1,444 ",61158644831,"7,487,545 ",15436298021,"1,827,424 ",액션,15세이상관람가,3,9500
32 ,최종병기 활,김한민,롯데쇼핑㈜롯데엔터테인먼트,2011-08-10,한국,615 ,55808856500,"7,466,976 ",16139541000,"2,059,847 ",사극,15세이상관람가,3,8500
33 ,트랜스포머,마이클 베이,씨제이엔터테인먼트,2007-06-28,미국,0 ,0,"7,440,531 ",0,"2,300,866 ",SF,12세이상관람가,,
34 ,써니,강형철,씨제이이앤엠(주),2011-05-04,한국,472 ,53773170600,"7,328,820 ",15401904600,"2,004,824 ",드라마,15세이상관람가,2,8500
35 ,화려한 휴가,김지훈,씨제이엔터테인먼트,2007-07-25,한국,0 ,0,"7,307,993 ",0,"2,009,666 ",드라마,12세이상관람가,,
36 ,스파이더맨: 홈 커밍,존 와츠,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-07-05,미국,"1,965 ",59120173820,"7,257,973 ",16753103620,"1,969,107 ",액션,12세이상관람가,3,9500
37 ,베를린,류승완,씨제이이앤엠(주),2013-01-30,한국,894 ,52354931637,"7,166,199 ",16070379637,"2,118,794 ",액션,15세이상관람가,1,9500
38 ,마스터,조의석,씨제이이앤엠(주),2016-12-21,한국,"1,501 ",58067927865,"7,150,541 ",14520299965,"1,731,940 ",액션,15세이상관람가,4,9500
39 ,터널,김성훈,(주)쇼박스,2016-08-10,한국,"1,105 ",57510324417,"7,118,592 ",14121558017,"1,675,010 ",드라마,12세이상관람가,3,9500
40 ,어벤져스,조스 웨던,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-04-26,미국,967 ,59557853478,"7,074,867 ",19280107897,"2,147,619 ",액션,12세이상관람가,2,8500
41 ,내부자들,우민호,(주)쇼박스,2015-11-19,한국,"1,075 ",56596582057,"7,071,763 ",16340245357,"1,972,885 ",범죄,청소년관람불가,4,9500
42 ,인천상륙작전,이재한,씨제이이앤엠(주),2016-07-27,한국,"1,049 ",55101410303,"7,049,643 ",11459996563,"1,427,944 ",전쟁,12세이상관람가,3,9500
43 ,럭키,이계벽,(주)쇼박스,2016-10-13,한국,"1,158 ",56361435256,"6,965,706 ",13812629836,"1,640,015 ",코미디,15세이상관람가,4,9500
44 ,은밀하게 위대하게,장철수,(주)쇼박스,2013-06-05,한국,"1,341 ",48663939413,"6,953,800 ",12415574413,"1,691,014 ",액션,15세이상관람가,2,9500
45 ,곡성,나홍진,이십세기폭스코리아(주),2016-05-12,한국,"1,485 ",55853108382,"6,878,264 ",15445041342,"1,829,923 ",미스터리,15세이상관람가,2,9500
46 ,범죄도시,강윤성,"메가박스중앙(주)플러스엠,(주)키위미디어그룹",2017-10-03,한국,"1,315 ",56077813249,"6,851,297 ",14046905449,"1,670,254 ",범죄,청소년관람불가,4,9500
47 ,"좋은 놈, 나쁜 놈, 이상한 놈 ",김지운,씨제이엔터테인먼트,2008-07-17,한국,825 ,43768628939,"6,686,912 ",13860913000,"2,012,173 ",서부극(웨스턴),15세이상관람가,3,7500
48 ,늑대소년,조성희,씨제이이앤엠(주),2012-10-31,한국,706 ,46593107500,"6,654,837 ",12336313500,"1,677,173 ",멜로/로맨스,15세이상관람가,4,8500
49 ,군함도,류승완,씨제이이앤엠(주),2017-07-26,한국,"2,027 ",50510565168,"6,592,151 ",11091878868,"1,398,649 ",액션,15세이상관람가,3,9500
50 ,다크 나이트 라이즈,크리스토퍼 놀란,워너브러더스 코리아(주),2012-07-19,미국,"1,210 ",47644838000,"6,396,528 ",16258149500,"2,057,529 ",액션,15세이상관람가,3,8500
51 ,아저씨,이정범,씨제이엔터테인먼트,2010-08-04,한국,478 ,47870792359,"6,282,774 ",14820865000,"1,863,328 ",액션,청소년관람불가,3,8500
52 ,사도,이준익,(주)쇼박스,2015-09-16,한국,"1,210 ",48842902501,"6,246,849 ",12987928301,"1,606,486 ",사극,12세이상관람가,3,9500
53 ,전우치,최동훈,씨제이엔터테인먼트,2009-12-23,한국,606 ,44605437017,"6,136,928 ",12917834500,"1,684,123 ",액션,12세이상관람가,4,8500
54 ,미션 임파서블: 로그네이션,크리스토퍼 맥쿼리,롯데쇼핑㈜롯데엔터테인먼트,2015-07-30,미국,"1,202 ",48547353607,"6,126,488 ",13751315607,"1,669,524 ",액션,15세이상관람가,3,9500
55 ,킹스맨 : 시크릿 에이전트,매튜 본,이십세기폭스코리아(주),2015-02-11,미국,706 ,50333635795,"6,125,154 ",16707645195,"1,968,882 ",액션,청소년관람불가,1,9500
56 ,연평해전,김학순,(주)넥스트엔터테인먼트월드(NEW),2015-06-24,한국,"1,013 ",45560620330,"6,043,458 ",9906059630,"1,265,879 ",드라마,12세이상관람가,2,9500
57 ,인셉션,크리스토퍼 놀란,워너브러더스 코리아(주),2010-07-21,미국,528 ,44106546302,"5,926,948 ",15810485000,"2,026,998 ",드라마,12세이상관람가,3,8500
58 ,레미제라블,톰 후퍼,유니버설픽쳐스인터내셔널 코리아(유),2012-12-19,미국,696 ,43044999000,"5,911,890 ",16482217500,"2,190,090 ",드라마,12세이상관람가,4,8500
59 ,청년경찰,김주환,롯데쇼핑㈜롯데엔터테인먼트,2017-08-09,한국,"1,102 ",44241099316,"5,636,259 ",9885607016,"1,207,318 ",액션,15세이상관람가,3,9500
60 ,숨바꼭질,허정,(주)넥스트엔터테인먼트월드(NEW),2013-08-14,한국,779 ,39593038500,"5,602,543 ",10079982000,"1,356,936 ",스릴러,15세이상관람가,3,9500
61 ,덕혜옹주,허진호,롯데쇼핑㈜롯데엔터테인먼트,2016-08-03,한국,964 ,44344141109,"5,593,551 ",10625578869,"1,304,324 ",사극,12세이상관람가,3,9500
62 ,더 테러 라이브,김병우,롯데쇼핑㈜롯데엔터테인먼트,2013-07-31,한국,743 ,39866712881,"5,583,596 ",11349884881,"1,525,130 ",범죄,15세이상관람가,3,9500
63 ,쥬라기 월드,콜린 트레보로우,유니버설픽쳐스인터내셔널 코리아(유),2015-06-11,미국,"1,290 ",47800698826,"5,546,792 ",13625824326,"1,502,391 ",액션,12세이상관람가,2,9500
64 ,의형제,장훈,(주)쇼박스,2010-02-04,한국,572 ,40800867602,"5,507,106 ",12204373500,"1,563,042 ",드라마,15세이상관람가,1,8500
65 ,감시자들,"조의석,김병서",(주)넥스트엔터테인먼트월드(NEW),2013-07-03,한국,949 ,39298005179,"5,496,547 ",11031549179,"1,477,594 ",범죄,15세이상관람가,3,9500
66 ,2012,롤랜드 에머리히,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-11-12,미국,789 ,39415166660,"5,462,953 ",11671854500,"1,528,658 ",SF,12세이상관람가,4,8500
67 ,닥터 스트레인지,스콧 데릭슨,월트디즈니컴퍼니코리아(주),2016-10-26,미국,"1,503 ",47482530396,"5,446,379 ",15365072146,"1,657,823 ",액션,12세이상관람가,4,9500
68 ,검은 사제들,장재현,씨제이이앤엠(주),2015-11-05,한국,"1,088 ",42395347092,"5,440,945 ",11618059792,"1,428,491 ",미스터리,15세이상관람가,4,9500
69 ,더 킹,한재림,(주)넥스트엔터테인먼트월드(NEW),2017-01-18,한국,"1,310 ",43486078535,"5,316,325 ",11144618435,"1,318,493 ",범죄,15세이상관람가,1,9500
70 ,완득이,이한,씨제이이앤엠(주),2011-10-20,한국,500 ,38530503500,"5,310,510 ",11657798500,"1,525,277 ",드라마,12세이상관람가,4,8500
71 ,트랜스포머: 사라진 시대,마이클 베이,씨제이이앤엠(주),2014-06-25,미국,"1,602 ",44012272845,"5,295,801 ",11664376045,"1,323,527 ",액션,12세이상관람가,2,9500
72 ,월드 워 Z,마크 포스터,롯데쇼핑㈜롯데엔터테인먼트,2013-06-20,미국,964 ,38555357000,"5,237,525 ",12048296500,"1,562,677 ",드라마,15세이상관람가,2,9500
73 ,타워,김지훈,씨제이이앤엠(주),2012-12-25,한국,617 ,37654858000,"5,181,014 ",9052298500,"1,186,378 ",드라마,12세이상관람가,4,8500
74 ,미녀와 야수,빌 콘돈,월트디즈니컴퍼니코리아 유한책임회사,2017-03-16,미국,"1,627 ",42130589579,"5,137,993 ",13177630229,"1,531,839 ",멜로/로맨스,전체관람가,1,9500
75 ,추격자,나홍진,(주)쇼박스,2008-02-14,한국,435 ,33943278500,"5,071,619 ",11611882500,"1,662,668 ",범죄,청소년관람불가,1,7500
76 ,쿵푸팬더 2,여인영,씨제이이앤엠(주),2011-05-26,미국,948 ,44298724500,"5,062,722 ",14917759000,"1,575,363 ",애니메이션,전체관람가,2,8500
77 ,인사이드 아웃,피트 닥터,월트디즈니컴퍼니코리아(주),2015-07-09,미국,777 ,38015586936,"4,968,687 ",12814825236,"1,594,626 ",애니메이션,전체관람가,3,9500
78 ,캐리비안의 해적: 세상의 끝에서,고어 버빈스키,한국소니픽쳐스릴리징브에나비스타영화㈜,2007-05-23,미국,0 ,0,"4,966,571 ",0,"1,481,077 ",액션,12세이상관람가,,
79 ,킹스맨: 골든 서클,매튜 본,이십세기폭스코리아(주),2017-09-27,미국,"1,687 ",40987484736,"4,945,484 ",12306638886,"1,419,759 ",액션,청소년관람불가,3,9500
80 ,스파이더맨 3,샘 레이미,한국소니픽쳐스릴리징브에나비스타영화㈜,2007-05-01,미국,0 ,0,"4,935,660 ",0,"1,444,270 ",액션,12세이상관람가,,
81 ,바람과 함께 사라지다,김주호,(주)넥스트엔터테인먼트월드(NEW),2012-08-08,한국,694 ,34524377161,"4,897,551 ",8302901161,"1,122,802 ",코미디,12세이상관람가,3,8500
82 ,마션,리들리 스콧,이십세기폭스코리아(주),2015-10-08,미국,"1,132 ",39612764295,"4,875,494 ",12914889095,"1,509,471 ",액션,12세이상관람가,4,9500
83 ,토르: 라그나로크,타이카 와이티티,월트디즈니컴퍼니코리아 유한책임회사,2017-10-25,미국,"1,640 ",39227691395,"4,853,778 ",12078816595,"1,417,791 ",액션,12세이상관람가,4,9500
84 ,어메이징 스파이더맨,마크 웹,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-06-28,미국,"1,118 ",41163951235,"4,853,123 ",13100185524,"1,446,116 ",액션,12세이상관람가,2,8500
85 ,조선명탐정 : 각시투구꽃의 비밀,김석윤,(주)쇼박스,2011-01-27,한국,611 ,35841769500,"4,786,259 ",10712744000,"1,363,857 ",코미디,12세이상관람가,1,8500
86 ,군도: 민란의 시대,윤종빈,(주)쇼박스,2014-07-23,한국,"1,394 ",36987755999,"4,774,895 ",9976707399,"1,239,945 ",사극,15세이상관람가,3,9500
87 ,범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,(주)쇼박스,2012-02-02,한국,699 ,36479147500,"4,710,454 ",11716858500,"1,451,900 ",범죄,청소년관람불가,1,8500
88 ,주토피아,"바이론 하워드,리치 무어",월트디즈니컴퍼니코리아(주),2016-02-17,미국,661 ,37077444042,"4,703,245 ",12142771642,"1,465,960 ",애니메이션,전체관람가,1,9500
89 ,엣지 오브 투모로우,더그 라이만,워너브러더스 코리아(주),2014-06-04,미국,801 ,38703942201,"4,697,142 ",12201872401,"1,401,887 ",액션,12세이상관람가,2,9500
90 ,신세계,박훈정,(주)넥스트엔터테인먼트월드(NEW),2013-02-21,한국,671 ,34881330905,"4,682,492 ",11114978905,"1,435,648 ",범죄,청소년관람불가,1,9500
91 ,쿵푸 팬더,"마크 오스본,존 스티븐슨",씨제이엔터테인먼트,2008-06-05,미국,351 ,30000965000,"4,673,009 ",10590329000,"1,556,669 ",애니메이션,전체관람가,2,7500
92 ,신비한 동물사전,데이빗 예이츠,워너브러더스 코리아(주),2016-11-16,미국,"1,431 ",39337263058,"4,666,993 ",12640487458,"1,425,528 ",어드벤처,12세이상관람가,4,9500
93 ,도가니,황동혁,씨제이이앤엠(주),2011-09-22,한국,644 ,35566854800,"4,662,822 ",10141606500,"1,267,508 ",드라마,청소년관람불가,3,8500
94 ,내 아내의 모든 것,민규동,(주)넥스트엔터테인먼트월드(NEW),2012-05-17,한국,563 ,34222160500,"4,598,583 ",11547286500,"1,475,165 ",코미디,15세이상관람가,2,8500
95 ,판도라,박정우,(주)넥스트엔터테인먼트월드(NEW),2016-12-07,한국,"1,166 ",35965733064,"4,571,142 ",7213559964,"880,999 ",드라마,12세이상관람가,4,9500
96 ,터미네이터 : 미래전쟁의 시작,맥지,롯데쇼핑㈜롯데엔터테인먼트,2009-05-21,미국,704 ,30146162133,"4,568,891 ",9506441000,"1,367,218 ",SF,15세이상관람가,2,8500
97 ,맘마미아!,필리다 로이드,유니버설픽쳐스인터내셔널 코리아(유),2008-09-03,미국,457 ,29570784560,"4,554,785 ",11275657333,"1,646,593 ",멜로/로맨스,12세이상관람가,3,7500
98 ,연가시,박정우,씨제이이앤엠(주),2012-07-05,한국,759 ,32154766664,"4,513,026 ",7819583000,"1,040,068 ",공포(호러),15세이상관람가,3,8500
99 ,아이언맨 2,존 파브로,씨제이엔터테인먼트,2010-04-29,미국,757 ,33161943100,"4,498,335 ",10697867500,"1,370,291 ",SF,12세이상관람가,2,8500
100 ,해리포터와 죽음의 성물2,데이빗 예이츠,워너브러더스 코리아(주),2011-07-13,미국,757 ,34507819000,"4,400,298 ",11183806000,"1,361,311 ",판타지,전체관람가,3,8500
101 ,아이언맨,존 파브로,씨제이엔터테인먼트,2008-04-30,미국,592 ,27802744668,"4,316,003 ",9029366168,"1,329,214 ",SF,12세이상관람가,2,7500
102 ,엑스맨: 데이즈 오브 퓨처 패스트,브라이언 싱어,이십세기폭스코리아(주),2014-05-22,미국,"1,056 ",34654558766,"4,313,871 ",11315080666,"1,345,720 ",액션,12세이상관람가,2,9500
103 ,강철중: 공공의 적 1-1,강우석,"씨제이엔터테인먼트,(주)시네마서비스",2008-06-19,한국,659 ,28465757767,"4,300,670 ",9048970100,"1,298,197 ",드라마,15세이상관람가,2,7500
104 ,아가씨,박찬욱,씨제이이앤엠(주),2016-06-01,한국,"1,171 ",35114332791,"4,277,071 ",10881501871,"1,283,972 ",스릴러,청소년관람불가,2,9500
105 ,어메이징 스파이더맨 2,마크 웹,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-23,미국,"1,312 ",34869056800,"4,168,350 ",10562832700,"1,187,974 ",액션,12세이상관람가,2,9500
106 ,인디아나 존스 4 : 크리스탈 해골의 왕국,스티븐 스필버그,씨제이엔터테인먼트,2008-05-22,미국,660 ,26693951667,"4,136,101 ",8495873167,"1,245,028 ",액션,12세이상관람가,2,7500
107 ,용의자,원신연,(주)쇼박스,2013-12-24,한국,807 ,30037161000,"4,131,248 ",7563772000,"997,760 ",액션,15세이상관람가,4,9500
108 ,건축학개론,이용주,롯데쇼핑㈜롯데엔터테인먼트,2012-03-22,한국,593 ,30219800500,"4,110,645 ",11003948000,"1,431,173 ",멜로/로맨스,12세이상관람가,1,8500
109 ,미이라 3:황제의 무덤,롭 코헨,유니버설픽쳐스인터내셔널 코리아(유),2008-07-30,미국,527 ,26222207084,"4,090,795 ",6942890084,"1,027,371 ",액션,12세이상관람가,3,7500
110 ,7급 공무원,신태라,롯데쇼핑㈜롯데엔터테인먼트,2009-04-22,한국,475 ,26701311856,"4,088,799 ",8090460000,"1,173,540 ",코미디,12세이상관람가,2,8500
111 ,다크 나이트,크리스토퍼 놀란,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",2008-08-06,미국,462 ,27059471306,"4,087,355 ",10406924000,"1,487,898 ",범죄,15세이상관람가,3,7500
112 ,댄싱퀸,이석훈,씨제이이앤엠(주),2012-01-18,한국,534 ,30129259500,"4,057,546 ",8223006000,"1,055,086 ",코미디,12세이상관람가,1,8500
113 ,우리 생애 최고의 순간,임순례,(주)싸이더스,2008-01-10,한국,418 ,26151780425,"4,044,582 ",8551706425,"1,264,173 ",드라마,전체관람가,1,7500
114 ,꾼,장창원,(주)쇼박스,2017-11-22,한국,"1,314 ",31312029795,"4,018,035 ",7524164445,"931,841 ",범죄,15세이상관람가,4,9500
115 ,강철비,양우석,(주)넥스트엔터테인먼트월드(NEW),2017-12-14,한국,"1,426 ",31983233566,"4,012,889 ",7836617016,"954,933 ",액션,15세이상관람가,4,9500
116 ,혹성탈출: 반격의 서막,맷 리브스,이십세기폭스코리아(주),2014-07-10,미국,922 ,31509793095,"4,002,134 ",9067860195,"1,095,630 ",액션,12세이상관람가,3,9500
117 ,타짜-신의 손,강형철,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",2014-09-03,한국,890 ,32267244827,"4,001,813 ",8495857527,"1,016,403 ",드라마,청소년관람불가,3,9500
118 ,쿵푸팬더3,"여인영,알레산드로 칼로니",씨제이이앤엠(주),2016-01-28,미국,"1,365 ",31340798156,"3,984,812 ",8695148256,"1,045,418 ",애니메이션,전체관람가,1,9500
119 ,캡틴 아메리카: 윈터 솔져,"조 루소,안소니 루소",소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-03-26,미국,"1,106 ",31710585385,"3,963,220 ",10405400885,"1,237,982 ",액션,15세이상관람가,1,9500
120 ,박수건달,조진규,(주)쇼박스,2013-01-09,한국,599 ,28343986569,"3,893,216 ",6808915069,"894,127 ",코미디,15세이상관람가,1,9500
121 ,조선명탐정 : 사라진 놉의 딸,김석윤,(주)쇼박스,2015-02-11,한국,811 ,30456879428,"3,872,015 ",6908501928,"845,522 ",사극,12세이상관람가,1,9500
122 ,역린,이재규,롯데쇼핑㈜롯데엔터테인먼트,2014-04-30,한국,"1,054 ",29893297890,"3,849,433 ",8426821290,"1,044,988 ",사극,15세이상관람가,2,9500
123 ,매드 맥스: 분노의 도로,조지 밀러,워너브러더스 코리아(주),2015-05-14,미국,799 ,32906364462,"3,842,441 ",11443176062,"1,271,954 ",액션,15세이상관람가,2,9500
124 ,남한산성,황동혁,씨제이이앤엠(주),2017-10-03,한국,"1,229 ",31067321992,"3,829,891 ",7375553392,"889,444 ",사극,15세이상관람가,4,9500
125 ,쌍화점,유하,(주)쇼박스,2008-12-30,한국,499 ,25616489949,"3,779,553 ",15503994514,"2,175,717 ",드라마,청소년관람불가,4,7500
126 ,신기전,김유진,씨제이엔터테인먼트,2008-09-04,한국,585 ,24314570667,"3,726,134 ",6189726667,"891,357 ",사극,15세이상관람가,3,7500
127 ,미이라,알렉스 커츠먼,유니버설픽쳐스인터내셔널 코리아(유),2017-06-06,미국,"1,257 ",30504689978,"3,689,325 ",7851059428,"909,202 ",액션,15세이상관람가,2,9500
128 ,분노의 질주: 더 익스트림,F. 게리 그레이,유니버설픽쳐스인터내셔널 코리아(유),2017-04-12,미국,"1,469 ",29981156348,"3,653,238 ",7936210998,"932,027 ",액션,15세이상관람가,2,9500
129 ,너의 이름은.,신카이 마코토,메가박스중앙(주)플러스엠,2017-01-04,일본,947 ,29248867156,"3,637,122 ",9352306256,"1,124,392 ",애니메이션,12세이상관람가,1,9500
130 ,인턴,낸시 마이어스,워너브러더스 코리아(주),2015-09-24,미국,496 ,28518443148,"3,610,642 ",10024307548,"1,228,273 ",코미디,12세이상관람가,3,9500
131 ,귀향,조정래,(주)와우픽쳐스,2016-02-24,한국,876 ,27245051990,"3,586,523 ",6310471892,"801,788 ",드라마,15세이상관람가,1,9500
132 ,리얼 스틸,숀 레비,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-12,미국,603 ,26566677000,"3,579,666 ",8578776500,"1,090,591 ",액션,12세이상관람가,4,8500
133 ,라라랜드,다미엔 차젤레,판씨네마(주),2016-12-07,미국,727 ,29815641394,"3,570,069 ",13052650194,"1,525,685 ",드라마,12세이상관람가,4,9500
134 ,신의 한 수,조범구,(주)쇼박스,2014-07-03,한국,794 ,28777712256,"3,562,123 ",8104315156,"965,372 ",범죄,청소년관람불가,3,9500
135 ,해리 포터와 불사조 기사단,데이빗 예이츠,워너브러더스 코리아(주),2007-07-11,미국,0 ,0,"3,475,000 ",0,"1,134,747 ",판타지,전체관람가,,
136 ,부러진 화살,정지영,(주)넥스트엔터테인먼트월드(NEW),2012-01-18,한국,453 ,25878110500,"3,450,941 ",7619815000,"972,059 ",드라마,15세이상관람가,1,8500
137 ,끝까지 간다,김성훈,(주)쇼박스,2014-05-29,한국,645 ,27006007900,"3,450,143 ",7567987400,"927,324 ",액션,15세이상관람가,2,9500
138 ,스파이,이승준,씨제이이앤엠(주),2013-09-05,한국,785 ,24436429305,"3,423,920 ",5483475805,"733,029 ",액션,15세이상관람가,3,9500
139 ,이끼,강우석,씨제이엔터테인먼트,2010-07-14,한국,736 ,25856306126,"3,408,144 ",8251736000,"1,044,532 ",드라마,청소년관람불가,3,8500
140 ,포화속으로,이재한,롯데쇼핑㈜롯데엔터테인먼트,2010-06-16,한국,736 ,24217600897,"3,385,706 ",6203066000,"822,965 ",드라마,12세이상관람가,2,8500
141 ,다이 하드 4 : 죽어도 산다,렌 와이즈먼,이십세기폭스필름코퍼레이션,2007-07-17,미국,0 ,0,"3,380,800 ",0,"990,440 ",액션,12세이상관람가,,
142 ,맨 인 블랙 3,배리 소넨필드,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-05-24,미국,770 ,27301520070,"3,379,762 ",9258393070,"1,068,672 ",액션,12세이상관람가,2,8500
143 ,어바웃 타임,리차드 커티스,유니버설픽쳐스인터내셔널 코리아(유),2013-12-05,영국,568 ,24867023000,"3,375,735 ",10488833000,"1,368,822 ",멜로/로맨스,15세이상관람가,4,9500
144 ,슈퍼배드 3,"피에르 꼬팽,카일 발다",유니버설픽쳐스인터내셔널 코리아(유),2017-07-26,미국,"1,057 ",24216987019,"3,324,861 ",5558252919,"723,552 ",애니메이션,전체관람가,3,9500
145 ,데드풀,팀 밀러,이십세기폭스코리아(주),2016-02-17,미국,"1,036 ",27595618651,"3,317,196 ",9150924002,"1,062,535 ",액션,청소년관람불가,1,9500
146 ,아이 캔 스피크,김현석,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",2017-09-21,한국,"1,140 ",25526451186,"3,279,296 ",6406642486,"796,298 ",코미디,12세이상관람가,3,9500
