,0
0,0.9444444444444444
1,0.4888888888888889
2,0.4888888888888889
3,0.5370370370370371
4,0.4888888888888889
5,0.9481481481481482
6,0.4888888888888889
7,0.6814814814814815
8,0.4888888888888889
9,0.4888888888888889
10,0.8037037037037037
11,0.937037037037037
12,0.9148148148148149
13,0.9
14,0.7888888888888889
15,0.4888888888888889
16,0.4925925925925926
17,0.9777777777777777
18,0.9962962962962963
19,0.4888888888888889
20,0.4888888888888889
21,0.9851851851851852
22,0.9740740740740741
23,0.9666666666666667
24,0.4888888888888889
25,0.6703703703703704
26,0.4925925925925926
27,0.4888888888888889
28,0.4888888888888889
29,0.4888888888888889
30,0.48444444444444446
31,0.9466666666666667
32,0.48444444444444446
33,0.48444444444444446
34,0.48444444444444446
35,0.48444444444444446
36,0.48444444444444446
37,0.48444444444444446
38,0.7822222222222223
39,0.48444444444444446
40,0.48444444444444446
41,0.48444444444444446
42,0.48444444444444446
43,0.48444444444444446
